term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
vitamin D tablets,vitamin d tablets,treatment_supplements_vitamins,0.5124001,0.3279904,0.18440968,-1,0.0,noise
Vitamin D drops,vitamin d drops,treatment_supplements_vitamins,0.50229543,0.3202548,0.18204063,-1,0.0,noise
magnesium and zinc,magnesium and zinc,treatment_supplements_vitamins,0.5133388,0.33166945,0.18166935,-1,0.0,noise
trader joes multi vitamin & mineral antioxidant,trader joes multi vitamin & mineral antioxidant,treatment_supplements_vitamins,0.5433785,0.36177453,0.18160394,-1,0.0,noise
vitamine C,vitamine c,treatment_supplements_vitamins,0.67146564,0.49027315,0.18119249,-1,0.0,noise
"Vitamin D 50,000 IU","vitamin d 50,000 iu",treatment_supplements_vitamins,0.5817555,0.4012559,0.18049961,-1,0.0,noise
energy revitalization multi vitamin supplement,energy revitalization multi vitamin supplement,treatment_supplements_vitamins,0.49942052,0.31899986,0.18042067,-1,0.0,noise
Pyridoxine (vitamin b6),pyridoxine (vitamin b6,treatment_supplements_vitamins,0.6670767,0.4866945,0.18038219,-1,0.0,noise
Vital One Vitamin Drink,vital one vitamin drink,treatment_supplements_vitamins,0.556454,0.3765943,0.1798597,-1,0.0,noise
methyl B12,methyl b12,treatment_supplements_vitamins,0.6283183,0.4486137,0.1797046,-1,0.0,noise
Calcium+Magnesium+Vit D3,calcium+magnesium+vit d3,treatment_supplements_vitamins,0.49595034,0.31658,0.17937034,-1,0.0,noise
Juice plus vitamins,juice plus vitamins,treatment_supplements_vitamins,0.5796398,0.40235963,0.17728016,-1,0.0,noise
iron supplements,iron supplements,treatment_supplements_vitamins,0.58886147,0.4139616,0.17489988,-1,0.0,noise
calcium magnesium zinc,calcium magnesium zinc,treatment_supplements_vitamins,0.5314536,0.3570178,0.17443582,-1,0.0,noise
Extra b12,extra b12,treatment_supplements_vitamins,0.5678003,0.39480945,0.17299083,-1,0.0,noise
Dietary Vitamin C,dietary vitamin c,treatment_supplements_vitamins,0.5231575,0.35025045,0.17290702,-1,0.0,noise
one a day woman’s vitamin,one a day woman’s vitamin,treatment_supplements_vitamins,0.57863843,0.40718907,0.17144936,-1,0.0,noise
vit c & zinc,vit c & zinc,treatment_supplements_vitamins,0.48172563,0.3104493,0.17127633,-1,0.0,noise
prenatal multi vitamin ,prenatal multi vitamin,treatment_supplements_vitamins,0.5100254,0.339035,0.17099038,-1,0.0,noise
B complex plus,b complex plus,treatment_supplements_vitamins,0.45055646,0.28026024,0.17029622,-1,0.0,noise
Xfactor vitamins,xfactor vitamins,treatment_supplements_vitamins,0.5434877,0.37425774,0.16922998,-1,0.0,noise
SmartyPants Vitamin,smartypants vitamin,treatment_supplements_vitamins,0.5034995,0.33558953,0.16790998,-1,0.0,noise
Super bio magnesium,super bio magnesium,treatment_supplements_vitamins,0.47150725,0.30393398,0.16757327,-1,0.0,noise
Vitamin B cream,vitamin b cream,treatment_supplements_vitamins,0.63324404,0.46608973,0.16715431,-1,0.0,noise
multivitamin liquid,multivitamin liquid,treatment_supplements_vitamins,0.63319063,0.467124,0.16606665,-1,0.0,noise
5-methyl folate,5-methyl folate,treatment_supplements_vitamins,0.54542,0.37991047,0.16550952,-1,0.0,noise
vit C + zinc,vit c + zinc,treatment_supplements_vitamins,0.47792697,0.3146834,0.16324356,-1,0.0,noise
liposomal vitamin c,liposomal vitamin c,treatment_supplements_vitamins,0.5540681,0.3909735,0.16309458,-1,0.0,noise
Lipoic Folic Acid,lipoic folic acid,treatment_supplements_vitamins,0.47105813,0.30810803,0.1629501,-1,0.0,noise
Omega-3 Supplement,omega-3 supplement,treatment_supplements_vitamins,0.5746615,0.41235176,0.16230974,-1,0.0,noise
Vitamin c (ascorbic acid),vitamin c (ascorbic acid,treatment_supplements_vitamins,0.5693388,0.40717235,0.16216645,-1,0.0,noise
Vitamin C powder,vitamin c powder,treatment_supplements_vitamins,0.59408295,0.43196154,0.16212142,-1,0.0,noise
b12 tabs,b12 tabs,treatment_supplements_vitamins,0.4768458,0.31496704,0.16187876,-1,0.0,noise
prenatal vitamin,prenatal vitamin,treatment_supplements_vitamins,0.5484807,0.38752085,0.16095984,-1,0.0,noise
b6 phosphate,b6 phosphate,treatment_supplements_vitamins,0.5269623,0.366881,0.16008127,-1,0.0,noise
Fish oil with Vitamin D3,fish oil with vitamin d3,treatment_supplements_vitamins,0.52292407,0.3635686,0.15935546,-1,0.0,noise
womans multivitamin,womans multivitamin,treatment_supplements_vitamins,0.5181065,0.35916433,0.1589422,-1,0.0,noise
vitimin b12,vitimin b12,treatment_supplements_vitamins,0.60885066,0.4500909,0.15875977,-1,0.0,noise
calcium supplement,calcium supplement,treatment_supplements_vitamins,0.56911707,0.41045153,0.15866554,-1,0.0,noise
vegan multivitamin,vegan multivitamin,treatment_supplements_vitamins,0.5115774,0.3535099,0.15806752,-1,0.0,noise
Folate,folate,treatment_supplements_vitamins,0.61132514,0.45441148,0.15691367,-1,0.0,noise
vitamin ADK,vitamin adk,treatment_supplements_vitamins,0.5697181,0.4140523,0.15566581,-1,0.0,noise
Hair and nail vitamin,hair and nail vitamin,treatment_supplements_vitamins,0.5160063,0.36110127,0.15490502,-1,0.0,noise
methyl folate,methyl folate,treatment_supplements_vitamins,0.5477135,0.3928175,0.15489602,-1,0.0,noise
Basic Nutrients III,basic nutrients iii,treatment_supplements_vitamins,0.55970144,0.40567416,0.15402728,-1,0.0,noise
doctors best multivitamin ,doctors best multivitamin,treatment_supplements_vitamins,0.56040645,0.40653315,0.1538733,-1,0.0,noise
Chocolate vitamin drink,chocolate vitamin drink,treatment_supplements_vitamins,0.6320518,0.47925445,0.15279737,-1,0.0,noise
Calcium Magnesium,calcium magnesium,treatment_supplements_vitamins,0.52726907,0.375477,0.15179208,-1,0.0,noise
nutritional supplements,nutritional supplements,treatment_supplements_vitamins,0.62480116,0.47311133,0.15168983,-1,0.0,noise
Active Iron,active iron,treatment_supplements_vitamins,0.50108474,0.34965768,0.15142706,-1,0.0,noise
Iron (carbon tablet) ,iron (carbon tablet,treatment_supplements_vitamins,0.6057644,0.4545136,0.15125078,-1,0.0,noise
Fish Oil with Vitamin D,fish oil with vitamin d,treatment_supplements_vitamins,0.5594958,0.4096586,0.1498372,-1,0.0,noise
Calcium,calcium,treatment_supplements_vitamins,0.5884751,0.44122502,0.14725009,-1,0.0,noise
Nature’s Truth iron 65mg,nature’s truth iron 65mg,treatment_supplements_vitamins,0.56257296,0.41582602,0.14674693,-1,0.0,noise
Vitamin Gummies,vitamin gummies,treatment_supplements_vitamins,0.59117997,0.44464278,0.14653718,-1,0.0,noise
"Hair, nails & Skin Vitamins","hair, nails & skin vitamins",treatment_supplements_vitamins,0.49060464,0.34426945,0.14633518,-1,0.0,noise
Meta Zinc,meta zinc,treatment_supplements_vitamins,0.5323127,0.38628677,0.14602593,-1,0.0,noise
Eurovit vitamin,eurovit vitamin,treatment_supplements_vitamins,0.5180652,0.3721004,0.1459648,-1,0.0,noise
Zinc,zinc,treatment_supplements_vitamins,0.64333963,0.49993873,0.14340091,-1,0.0,noise
Vit B12 and B Co inj,vit b12 and b co inj,treatment_supplements_vitamins,0.50063205,0.35963595,0.1409961,-1,0.0,noise
b3,b3,treatment_supplements_vitamins,0.4850549,0.34435013,0.14070478,-1,0.0,noise
Omega 3 & 6,omega 3 & 6,treatment_supplements_vitamins,0.49298394,0.35264567,0.14033827,-1,0.0,noise
Magnesium,magnesium,treatment_supplements_vitamins,0.57766485,0.43872726,0.13893759,-1,0.0,noise
magnésium,magnésium,treatment_supplements_vitamins,0.57766485,0.43872726,0.13893759,-1,0.0,noise
Cal-Mag-Zinc,cal-mag-zinc,treatment_supplements_vitamins,0.5410626,0.40221536,0.13884723,-1,0.0,noise
Ritual Vitamin,ritual vitamin,treatment_supplements_vitamins,0.6024285,0.4639057,0.1385228,-1,0.0,noise
Supplements,supplements,treatment_supplements_vitamins,0.626317,0.48927557,0.13704145,-1,0.0,noise
vitamin d cholecalciferol,vitamin d cholecalciferol,treatment_supplements_vitamins,0.53388745,0.3972355,0.13665193,-1,0.0,noise
Magnesium Supplement,magnesium supplement,treatment_supplements_vitamins,0.55833983,0.42173713,0.1366027,-1,0.0,noise
vit b12,vit b12,treatment_supplements_vitamins,0.59609795,0.46085954,0.13523841,-1,0.0,noise
magnesium plus,magnesium plus,treatment_supplements_vitamins,0.59515965,0.4608372,0.13432246,-1,0.0,noise
Iron Essentials,iron essentials,treatment_supplements_vitamins,0.4889416,0.35483646,0.13410515,-1,0.0,noise
Sublingual B12,sublingual b12,treatment_supplements_vitamins,0.45906657,0.3250165,0.13405007,-1,0.0,noise
magnesium complex,magnesium complex,treatment_supplements_vitamins,0.46136326,0.32778007,0.13358319,-1,0.0,noise
Omega-3 Capsules,omega-3 capsules,treatment_supplements_vitamins,0.5383254,0.40500498,0.13332045,-1,0.0,noise
Iron tablets,iron tablets,treatment_supplements_vitamins,0.5589134,0.4256575,0.1332559,-1,0.0,noise
B12 drops,b12 drops,treatment_supplements_vitamins,0.52741206,0.39437544,0.13303661,-1,0.0,noise
oxa b12,oxa b12,treatment_supplements_vitamins,0.59304655,0.4602248,0.13282174,-1,0.0,noise
FemForte Multivitamin,femforte multivitamin,treatment_supplements_vitamins,0.58302367,0.4506479,0.13237578,-1,0.0,noise
Hairforce Multivitamin,hairforce multivitamin,treatment_supplements_vitamins,0.547415,0.41622207,0.13119295,-1,0.0,noise
flinstone vitamin,flinstone vitamin,treatment_supplements_vitamins,0.58223146,0.45115876,0.1310727,-1,0.0,noise
liver supplement,liver supplement,treatment_supplements_vitamins,0.5288484,0.3980747,0.13077372,-1,0.0,noise
iron sulfate,iron sulfate,treatment_supplements_vitamins,0.55841625,0.42775875,0.1306575,-1,0.0,noise
hair skin nails vitamin,hair skin nails vitamin,treatment_supplements_vitamins,0.46921,0.33862704,0.13058296,-1,0.0,noise
Iron,iron,treatment_supplements_vitamins,0.6021865,0.47172907,0.13045743,-1,0.0,noise
Vitamineral Green,vitamineral green,treatment_supplements_vitamins,0.62857383,0.49822372,0.13035011,-1,0.0,noise
Vitamin b12 spray,vitamin b12 spray,treatment_supplements_vitamins,0.5900408,0.459857,0.13018382,-1,0.0,noise
B 6,b 6,treatment_supplements_vitamins,0.46021935,0.3302459,0.12997344,-1,0.0,noise
Flinstones Chewable Vitamin,flinstones chewable vitamin,treatment_supplements_vitamins,0.5286262,0.39994806,0.12867814,-1,0.0,noise
Iron Gly,iron gly,treatment_supplements_vitamins,0.54762363,0.4215188,0.12610483,-1,0.0,noise
Liposomal Vitamin C 400mg,liposomal vitamin c 400mg,treatment_supplements_vitamins,0.49154276,0.36564237,0.12590039,-1,0.0,noise
omega-3,omega-3,treatment_supplements_vitamins,0.5868013,0.46151173,0.12528956,-1,0.0,noise
centrum silver multivitamin ,centrum silver multivitamin,treatment_supplements_vitamins,0.5142267,0.39065343,0.12357324,-1,0.0,noise
Ômega 3-6-9,ômega 3-6-9,treatment_supplements_vitamins,0.51834434,0.39492354,0.123420805,-1,0.0,noise
Omega 3-6-9,omega 3-6-9,treatment_supplements_vitamins,0.5183442,0.39492345,0.123420775,-1,0.0,noise
Dietary Iron,dietary iron,treatment_supplements_vitamins,0.49492276,0.37203035,0.12289241,-1,0.0,noise
b12 blaze,b12 blaze,treatment_supplements_vitamins,0.48446766,0.36366963,0.12079802,-1,0.0,noise
magnesium plus AM,magnesium plus am,treatment_supplements_vitamins,0.48552793,0.3647579,0.12077004,-1,0.0,noise
SAMe Supplement,same supplement,treatment_supplements_vitamins,0.56147873,0.44100833,0.120470405,-1,0.0,noise
mulitvitamins,mulitvitamins,treatment_supplements_vitamins,0.64707494,0.528349,0.118725955,-1,0.0,noise
Mg + B6,mg + b6,treatment_supplements_vitamins,0.46485782,0.34789717,0.116960645,-1,0.0,noise
Liquid Iron,liquid iron,treatment_supplements_vitamins,0.55780244,0.44192004,0.1158824,-1,0.0,noise
Manganese,manganese,treatment_supplements_vitamins,0.5227831,0.4098652,0.1129179,-1,0.0,noise
Adeno B12,adeno b12,treatment_supplements_vitamins,0.53838944,0.4260543,0.112335145,-1,0.0,noise
Sisu multivitamin,sisu multivitamin,treatment_supplements_vitamins,0.56738114,0.4565742,0.11080694,-1,0.0,noise
nutrametrix vitamin powder,nutrametrix vitamin powder,treatment_supplements_vitamins,0.5131283,0.40269777,0.11043051,-1,0.0,noise
Zinc chelate,zinc chelate,treatment_supplements_vitamins,0.50198084,0.3919965,0.10998434,-1,0.0,noise
chelated iron,chelated iron,treatment_supplements_vitamins,0.48274878,0.3729804,0.10976839,-1,0.0,noise
Zinc-Chelate,zinc-chelate,treatment_supplements_vitamins,0.5311432,0.42176968,0.10937351,-1,0.0,noise
Vitami D3,vitami d3,treatment_supplements_vitamins,0.5159053,0.40653574,0.109369576,-1,0.0,noise
Magnesium chloride,magnesium chloride,treatment_supplements_vitamins,0.48547435,0.377336,0.10813835,-1,0.0,noise
Omega 3 96mg,omega 3 96mg,treatment_supplements_vitamins,0.5644926,0.4570724,0.107420176,-1,0.0,noise
Irwin Naturals Living Green Multivitamin ,irwin naturals living green multivitamin,treatment_supplements_vitamins,0.48169792,0.37433398,0.10736394,-1,0.0,noise
Minerals,minerals,treatment_supplements_vitamins,0.57203436,0.4651369,0.10689747,-1,0.0,noise
B-12 liquid,b-12 liquid,treatment_supplements_vitamins,0.49901295,0.39249155,0.1065214,-1,0.0,noise
Potassium chloride,potassium chloride,treatment_supplements_vitamins,0.46617183,0.35965458,0.106517255,-1,0.0,noise
B2,b2,treatment_supplements_vitamins,0.46581024,0.36110276,0.10470748,-1,0.0,noise
Dr Schultz's Multivitamin,dr schultz's multivitamin,treatment_supplements_vitamins,0.62508273,0.5210335,0.104049206,-1,0.0,noise
calcium 1200,calcium 1200,treatment_supplements_vitamins,0.5351415,0.432387,0.10275453,-1,0.0,noise
Vitamin D spray,vitamin d spray,treatment_supplements_vitamins,0.56379604,0.46210748,0.101688564,-1,0.0,noise
magnesium plus PM,magnesium plus pm,treatment_supplements_vitamins,0.5183486,0.41687828,0.10147029,-1,0.0,noise
Iron carbonyl,iron carbonyl,treatment_supplements_vitamins,0.50347483,0.40203726,0.10143757,-1,0.0,noise
triple magnesium,triple magnesium,treatment_supplements_vitamins,0.5188563,0.41773206,0.10112423,-1,0.0,noise
Iron suppliments,iron suppliments,treatment_supplements_vitamins,0.4608469,0.3597387,0.10110819,-1,0.0,noise
Magnesium glycinate,magnesium glycinate,treatment_supplements_vitamins,0.51478183,0.41377258,0.10100925,-1,0.0,noise
Magnesium lactate,magnesium lactate,treatment_supplements_vitamins,0.4522472,0.35206506,0.100182146,-1,0.0,noise
Zinc 22.5mg,zinc 22.5mg,treatment_supplements_vitamins,0.53850263,0.43970904,0.098793596,-1,0.0,noise
Iron Supplment,iron supplment,treatment_supplements_vitamins,0.46845892,0.3701688,0.098290116,-1,0.0,noise
oxa b12 inyectable,oxa b12 inyectable,treatment_supplements_vitamins,0.4564216,0.3585983,0.09782332,-1,0.0,noise
Potassium,potassium,treatment_supplements_vitamins,0.56224877,0.46536022,0.09688854,-1,0.0,noise
Magnesium Salts,magnesium salts,treatment_supplements_vitamins,0.4963355,0.40093258,0.095402926,-1,0.0,noise
Electrolytes,electrolytes,treatment_supplements_vitamins,0.47902757,0.3839063,0.095121264,-1,0.0,noise
Vitamen D3,vitamen d3,treatment_supplements_vitamins,0.51311064,0.41802084,0.09508979,-1,0.0,noise
Multi Vitamin with Ginseng,multi vitamin with ginseng,treatment_supplements_vitamins,0.46908897,0.37553748,0.09355149,-1,0.0,noise
magnesium phosphate,magnesium phosphate,treatment_supplements_vitamins,0.46945322,0.37593523,0.09351799,-1,0.0,noise
Probiotic 50B,probiotic 50b,treatment_supplements_vitamins,0.520825,0.42743826,0.09338677,-1,0.0,noise
iron liquid tablets ,iron liquid tablets,treatment_supplements_vitamins,0.49713856,0.40467542,0.092463136,-1,0.0,noise
Omega 3,omega 3,treatment_supplements_vitamins,0.5675664,0.47512168,0.09244472,-1,0.0,noise
Omega3,omega3,treatment_supplements_vitamins,0.5182897,0.42725104,0.091038644,-1,0.0,noise
Zinc picolinate,zinc picolinate,treatment_supplements_vitamins,0.47826928,0.38832948,0.0899398,-1,0.0,noise
Juice plus omegas,juice plus omegas,treatment_supplements_vitamins,0.5339035,0.4446954,0.08920807,-1,0.0,noise
niacin b3,niacin b3,treatment_supplements_vitamins,0.6137663,0.52548015,0.08828616,-1,0.0,noise
Zinc citrate,zinc citrate,treatment_supplements_vitamins,0.47843814,0.3916955,0.08674264,-1,0.0,noise
Omega 3s,omega 3s,treatment_supplements_vitamins,0.4736142,0.3875369,0.08607727,-1,0.0,noise
Magnesium oxide,magnesium oxide,treatment_supplements_vitamins,0.49282044,0.4070134,0.085807055,-1,0.0,noise
Magnesium Forte,magnesium forte,treatment_supplements_vitamins,0.5463704,0.46067107,0.08569932,-1,0.0,noise
Probiotics,probiotics,treatment_supplements_vitamins,0.5068086,0.42138708,0.0854215,-1,0.0,noise
Vitamiin D,vitamiin d,treatment_supplements_vitamins,0.6121011,0.52747226,0.08462882,-1,0.0,noise
BC Powder,bc powder,treatment_supplements_vitamins,0.5863153,0.50183916,0.08447611,-1,0.0,noise
liproic acid,liproic acid,treatment_supplements_vitamins,0.5035429,0.4193871,0.0841558,-1,0.0,noise
Omega 7,omega 7,treatment_supplements_vitamins,0.5553111,0.47210318,0.083207905,-1,0.0,noise
magnesium marin,magnesium marin,treatment_supplements_vitamins,0.5862795,0.503392,0.08288753,-1,0.0,noise
vitamin c with rose hip,vitamin c with rose hip,treatment_supplements_vitamins,0.47923642,0.3963753,0.082861125,-1,0.0,noise
Fiber supplement,fiber supplement,treatment_supplements_vitamins,0.50703603,0.4241935,0.08284253,-1,0.0,noise
B-Complex Gummy,b-complex gummy,treatment_supplements_vitamins,0.45944652,0.3770609,0.08238563,-1,0.0,noise
Magnesium carbonate,magnesium carbonate,treatment_supplements_vitamins,0.48018515,0.3984329,0.08175224,-1,0.0,noise
Methylcobalamin,methylcobalamin,treatment_supplements_vitamins,0.6118064,0.53026044,0.08154595,-1,0.0,noise
Joint supplement,joint supplement,treatment_supplements_vitamins,0.48591664,0.40452337,0.08139327,-1,0.0,noise
G.I. Detox Supplement ,g.i. detox supplement,treatment_supplements_vitamins,0.5402796,0.45902795,0.08125168,-1,0.0,noise
adeno b12 AM,adeno b12 am,treatment_supplements_vitamins,0.4820125,0.40081444,0.08119807,-1,0.0,noise
multi minerals,multi minerals,treatment_supplements_vitamins,0.45299232,0.3719041,0.081088215,-1,0.0,noise
ionic magnesium,ionic magnesium,treatment_supplements_vitamins,0.4525314,0.3717575,0.08077389,-1,0.0,noise
Sea salt,sea salt,treatment_supplements_vitamins,0.5314497,0.45217377,0.079275906,-1,0.0,noise
Centrum pro nutrients,centrum pro nutrients,treatment_supplements_vitamins,0.45532906,0.3764105,0.07891855,-1,0.0,noise
Vitamim d,vitamim d,treatment_supplements_vitamins,0.5326812,0.4543888,0.07829243,-1,0.0,noise
Fefol Iron ,fefol iron,treatment_supplements_vitamins,0.4880788,0.41052288,0.077555925,-1,0.0,noise
Cod liver oil,cod liver oil,treatment_supplements_vitamins,0.4756747,0.39914042,0.07653427,-1,0.0,noise
vitamin c gummy,vitamin c gummy,treatment_supplements_vitamins,0.57198626,0.49562368,0.07636258,-1,0.0,noise
Fish Oil (Salmon 1000mg soft gel capsule),fish oil (salmon 1000mg soft gel capsule,treatment_supplements_vitamins,0.5183701,0.44233468,0.07603541,-1,0.0,noise
Ferrous sulfate,ferrous sulfate,treatment_supplements_vitamins,0.49776354,0.42187253,0.07589102,-1,0.0,noise
2x Magnesium,2x magnesium,treatment_supplements_vitamins,0.47334486,0.39775097,0.07559389,-1,0.0,noise
Nutrafol Supplement,nutrafol supplement,treatment_supplements_vitamins,0.50944734,0.43402946,0.075417876,-1,0.0,noise
Magnesium-Citrate,magnesium-citrate,treatment_supplements_vitamins,0.49461982,0.41929007,0.07532975,-1,0.0,noise
SaltStick Vitassium X3,saltstick vitassium x3,treatment_supplements_vitamins,0.5099974,0.4352345,0.07476294,-1,0.0,noise
core supplement,core supplement,treatment_supplements_vitamins,0.57110214,0.4963904,0.07471174,-1,0.0,noise
Omega PLUS,omega plus,treatment_supplements_vitamins,0.5166946,0.44285843,0.07383618,-1,0.0,noise
olly sleep vitamin,olly sleep vitamin,treatment_supplements_vitamins,0.5330904,0.45938796,0.073702455,-1,0.0,noise
all probiotics,all probiotics,treatment_supplements_vitamins,0.45245907,0.3788092,0.07364985,-1,0.0,noise
Potassium CL,potassium cl,treatment_supplements_vitamins,0.50544983,0.43206713,0.073382705,-1,0.0,noise
